STN--- WBAN   YEARMODA    TEMP       DEWP      SLP        STP       VISIB      WDSP     MXSPD   GUST    MAX     MIN   PRCP   SNDP   FRSHTT 
722930 93107  19890115    46.5 24    37.5 24  1023.9 24  1006.6 24    7.0 24    2.3 24    6.0  999.9    63.0*   35.1   0.00D 999.9  000000 
722930 93107  19890116    50.9 24    28.9 24  1022.3 24  1005.0 24    6.8 24    2.4 24    7.0  999.9    69.1*   37.9   0.00D 999.9  000000 
722930 93107  19890117    55.8 24    28.2 24  1019.3 24  1002.0 24    8.3 24    2.2 24    5.1  999.9    73.9*   39.9   0.00D 999.9  000000 
722930 93107  19890118    57.9 24    29.4 24  1019.0 24  1001.7 24    7.3 24    2.4 24    6.0  999.9    81.0*   44.1*  0.00D 999.9  000000 
722930 93107  19890119    61.8 24    31.2 24  1016.8 24   999.4 24    7.0 24    1.8 24    5.1  999.9    82.0    44.1   0.00D 999.9  000000 
722930 93107  19890120    60.5 24    32.3 24  1016.6 24   999.1 24    8.3 24    2.4 24    5.1  999.9    80.1    46.9   0.00D 999.9  000000 
722930 93107  19890121    62.5 24    34.9 24  1015.4 24   998.2 24    7.3 24    1.8 24    4.1  999.9    80.1    54.0   0.00D 999.9  000000 
722930 93107  19890122    60.4 24    38.5 24  1013.5 24   996.5 24    9.9 24    1.6 24    7.0  999.9    80.1    48.9   0.00D 999.9  000000 
722930 93107  19890123    53.1 24    46.4 24  1013.6 24   996.6 24    4.1 24    2.0 24    6.0  999.9    77.0    48.9   0.00C 999.9  100000 
722930 93107  19890124    52.6 24    48.3 24  1013.1 24   996.0 24    5.9 24    1.4 24    5.1  999.9    60.1    50.0   0.04G 999.9  110000 
722930 93107  19890125    51.2 24    44.2 24  1015.0 24   997.9 24    6.3 24    2.0 24    8.9  999.9    63.0*   41.0   0.00G 999.9  100000 
722930 93107  19890126    51.9 24    32.7 24  1017.4 24  1000.3 24    6.8 24    2.7 24   10.1  999.9    66.0*   39.0   0.00D 999.9  000000 
722930 93107  19890127    51.1 24    35.3 24  1019.6 24  1002.4 24    7.1 24    2.7 24    8.9  999.9    66.9    42.1   0.00D 999.9  000000 
722930 93107  19890128    48.9 24    42.8 24  1021.4 24  1004.0 24    7.0 24    1.8 24    5.1  999.9    62.1    41.0   0.00D 999.9  000000 
722930 93107  19890129    48.6 24    40.5 24  1018.7 24  1001.6 24    6.1 24    2.0 24    7.0  999.9    64.9*   36.0   0.00D 999.9  100000 
722930 93107  19890130    54.8 24    36.5 24  1018.8 24  1001.6 24    6.5 24    2.3 24   11.1   19.0    77.0*   41.0   0.00D 999.9  100000 
722930 93107  19890131    56.5 24    30.9 24  1017.2 24  1000.1 24   11.7 24    2.7 24    7.0  999.9    77.0    45.0   0.00D 999.9  000000 
722930 93107  19890201    47.1 24    37.9 21  1015.5 21   998.5 15    7.3 21    1.7 21    5.1  999.9    73.0    19.9*  0.00C 999.9  000000 
722930 93107  19890202    51.5 24    46.2 24  1018.1 24  1001.0 24    5.4 24    2.8 24    8.0  999.9    62.1    48.9   0.02D 999.9  110000 
722930 93107  19890203    51.5 24    44.9 24  1021.6 24  1004.5 24    7.1 24    1.6 24    7.0  999.9    60.1*   46.0   0.08G 999.9  110000 
722930 93107  19890204    52.7 24    49.5 24  1019.6 24  1002.6 24    4.6 24    4.8 24   10.1  999.9    60.1    46.0   0.16G 999.9  110000 
722930 93107  19890205    49.1 24    39.8 24  1017.6 24  1000.5 24    6.4 24    6.6 24   13.0  999.9    55.0    45.0   0.31G 999.9  110000 
722930 93107  19890206    44.0 24    25.5 24  1019.2 24  1002.0 24    7.2 24    2.9 24   10.1  999.9    55.9*   34.0   0.01G 999.9  010000 
722930 93107  19890207    46.9 24    18.8 24  1020.2 24  1003.1 24   10.4 24    2.3 24    6.0  999.9    57.0    39.0   0.00G 999.9  010000 
722930 93107  19890208    51.7 24    34.6 24  1019.2 24  1001.9 24    7.0 24    2.4 24    8.0  999.9    63.0*   45.0   0.04G 999.9  010000 
722930 93107  19890209    55.1 24    41.5 24  1021.4 24  1004.1 24    6.8 24    2.0 24    5.1  999.9    64.9    45.0   0.00G 999.9  110000 
722930 93107  19890210    56.9 24    54.3 24  1025.3 24  1008.1 24    2.1 24    1.9 24    7.0  999.9    61.0    50.0   0.04C 999.9  110000 
722930 93107  19890211    49.8 24    44.6 24  1025.0 24  1007.7 24    6.5 24    2.4 24    8.9  999.9    62.1    39.0   0.00D 999.9  100000 
722930 93107  19890212    49.1 24    42.3 24  1020.2 24  1002.9 24    7.0 24    2.8 24   10.1   15.9    59.0    42.1   0.00D 999.9  000000 
722930 93107  19890213    47.4 24    40.2 24  1016.9 24   999.7 24    7.0 24    2.8 24    8.0  999.9    59.0    39.9   0.00D 999.9  010000 
722930 93107  19890214    46.9 24    39.7 24  1017.1 24  1000.0 24    7.6 24    2.3 24   10.1  999.9    59.0    37.9   0.02C 999.9  010000 
722930 93107  19890215    48.6 24    40.9 24  1023.0 24  1005.7 24    7.0 24    3.1 24    8.9  999.9    61.0*   37.0   0.00D 999.9  000000 
722930 93107  19890216    49.6 24    42.9 24  1024.5 24  1007.3 24    5.7 24    3.3 24    8.0  999.9    62.1    37.9   0.00D 999.9  100000 
722930 93107  19890217    51.2 24    45.1 24  1022.8 24  1005.6 24    6.7 24    2.6 24    8.9  999.9    69.1*   37.9   0.00D 999.9  100000 
722930 93107  19890218    49.8 24    45.9 24  1018.8 24  1001.7 24    3.7 24    1.9 24    8.0  999.9    69.1    39.9*  0.00D 999.9  100000 
722930 93107  19890219    53.8 24    48.1 24  1017.0 24   999.6 24    6.8 24    1.2 24    6.0  999.9    64.9    48.9   0.00D 999.9  100000 
722930 93107  19890220    56.0 24    51.0 24  1018.0 24  1000.6 24    6.9 24    1.8 24    8.0  999.9    63.0*   46.0   0.00D 999.9  110000 
722930 93107  19890221    58.6 24    44.5 24  1021.0 24  1003.7 24    8.0 24    3.2 24    7.0  999.9    78.1*   46.0*  0.00D 999.9  100000 
722930 93107  19890222    64.1 24    35.8 24  1021.5 24  1004.2 24    7.0 24    2.1 24    7.0  999.9    84.9*   51.1   0.00D 999.9  000000 
722930 93107  19890223    66.5 24    37.6 24  1018.2 24  1000.8 24    7.0 24    3.0 24    8.9  999.9    88.0    53.1   0.00D 999.9  000000 
722930 93107  19890224    65.8 24    44.5 24  1016.8 24   999.4 24    7.3 24    1.1 24    7.0  999.9    84.9    54.0   0.00D 999.9  000000 
722930 93107  19890225    65.0 24    45.9 24  1019.5 24  1002.2 24    6.9 24    2.3 24    7.0  999.9    86.0    54.0   0.00D 999.9  000000 
722930 93107  19890226    63.4 24    43.5 24  1019.5 24  1002.3 24    7.3 24    2.4 24   12.0  999.9    82.9    50.0   0.00D 999.9  000000 
722930 93107  19890227    58.3 24    45.0 24  1014.5 24   997.3 24    7.0 24    2.1 24    8.9  999.9    82.0    46.0   0.00D 999.9  000000 
722930 93107  19890228    57.6 24    50.8 24  1011.0 24   993.6 24    5.7 24    1.3 24    7.0  999.9    71.1    53.1   0.00D 999.9  100000 
722930 93107  19890301    55.1 24    47.5 24  1014.6 24   997.9 15    7.0 24    1.4 24    5.1  999.9    70.0    45.0   0.00D 999.9  000000 
722930 93107  19890302    53.5 24    48.2 24  1013.8 24   996.3 24    6.3 24    2.6 24   10.1   15.9    63.0    50.0   0.00H 999.9  110000 
722930 93107  19890303    53.1 24    46.2 24  1009.8 24   992.4 24    5.2 24    8.1 24   13.0   20.0    57.0    48.0   0.08G 999.9  110000 
722930 93107  19890304    48.7 24    38.0 24  1016.8 24   999.4 24    7.0 24    1.6 24    7.0  999.9    63.0*   37.9   0.00G 999.9  000000 
722930 93107  19890305    53.2 24    40.2 24  1022.1 24  1004.8 24    7.0 24    2.8 24   10.1  999.9    66.9*   42.1   0.00D 999.9  000000 
722930 93107  19890306    59.7 24    42.4 24  1017.3 24  1000.1 24    7.0 24    2.7 24    8.0   13.0    79.0*   46.9   0.00D 999.9  000000 
722930 93107  19890307    62.1 24    46.5 24  1012.2 24   995.0 24    6.8 24    1.6 24    8.0  999.9    82.0*   46.0   0.00D 999.9  100000 
722930 93107  19890308    62.8 24    52.1 24  1012.9 24   995.7 24    5.4 24    2.8 24   12.0  999.9    82.9    48.0   0.00D 999.9  100000 
722930 93107  19890309    57.9 24    49.1 24  1018.2 24  1000.9 24    6.3 24    1.5 24    8.9   14.0    75.0    48.9   0.00D 999.9  100000 
722930 93107  19890310    56.8 24    50.5 24  1020.0 24  1002.7 24    5.5 24    2.5 24    8.0    9.9    73.9    46.0   0.00D 999.9  100000 
722930 93107  19890311    57.5 24    51.8 24  1020.9 24  1003.8 24    5.3 24    3.7 24    8.0  999.9    69.1    46.0   0.00D 999.9  100000 
722930 93107  19890312    59.7 24    54.8 24  1020.0 24  1002.7 24    3.7 24    3.0 24    9.9  999.9    75.9*   46.0   0.00D 999.9  100000 
722930 93107  19890313    58.0 24    50.5 24  1019.3 24  1002.1 24    6.0 24    2.4 24    8.9  999.9    77.0    48.0   0.00D 999.9  100000 
722930 93107  19890314    58.2 24    49.6 24  1016.3 24   999.0 24    6.9 24    1.5 24    5.1  999.9    68.0    52.0   0.00D 999.9  100000 
722930 93107  19890315    56.2 24    49.4 24  1014.1 24   996.8 24    6.0 24    1.9 24    5.1  999.9    69.1    45.0   0.00D 999.9  100000 
722930 93107  19890316    55.9 24    49.2 24  1016.1 24   998.9 24    7.0 24    1.5 24    6.0  999.9    69.1    45.0   0.00D 999.9  000000 
722930 93107  19890317    57.0 24    47.7 24  1017.8 24  1000.5 24    7.3 24    2.6 24    8.0  999.9    64.0    46.9   0.00C 999.9  000000 
722930 93107  19890318    56.4 24    47.6 24  1018.6 24  1001.3 24    7.3 24    3.0 24    8.9  999.9    70.0*   46.0   0.00D 999.9  000000 
722930 93107  19890319    58.6 24    47.6 24  1018.1 24  1000.6 24    7.0 24    2.4 24    8.0   12.0    71.1    46.0   0.00D 999.9  000000 
722930 93107  19890320    61.4 24    53.9 24  1015.6 24   998.2 24    6.1 24    2.1 24    7.0   15.0    73.9*   46.9   0.00D 999.9  100000 
722930 93107  19890321    64.9 24    33.1 24  1018.2 24  1000.8 24    7.1 24    3.0 24   11.1  999.9    84.0*   46.0   0.00D 999.9  000000 
722930 93107  19890322    62.7 24    30.5 24  1015.3 24   998.0 24    7.0 24    2.6 24   11.1   17.1    84.9    46.9   0.00D 999.9  000000 
722930 93107  19890323    59.0 24    48.7 24  1013.9 24   996.5 24    7.0 24    1.6 24    6.0  999.9    79.0    46.9   0.00D 999.9  000000 
722930 93107  19890324    58.0 24    48.9 24  1017.6 24  1000.2 24    7.1 24    2.3 24   11.1  999.9    66.0    54.0   0.00D 999.9  000000 
722930 93107  19890325    56.4 24    51.5 24  1016.5 24   999.0 24    4.8 24    3.6 24   13.0   19.0    68.0    54.0   0.01D 999.9  110000 
722930 93107  19890326    55.2 24    47.1 24  1011.5 24   994.0 24    6.8 24    6.0 24   10.1   15.0    60.1*   50.0   0.39D 999.9  110000 
722930 93107  19890327    53.5 24    44.5 24  1015.9 24   998.5 24    7.0 24    2.4 24    8.9   15.0    64.0*   45.0   0.00D 999.9  000000 
722930 93107  19890328    56.9 24    47.8 24  1019.9 24  1002.6 24    7.0 24    2.1 24    8.9  999.9    70.0*   45.0   0.00D 999.9  000000 
722930 93107  19890329    59.5 24    51.5 24  1019.7 24  1002.4 24    6.7 24    1.7 24    8.9  999.9    71.1    46.0   0.00D 999.9  100000 
722930 93107  19890330    61.1 24    54.7 24  1018.8 24  1001.4 24    5.0 24    1.3 24   13.0  999.9    73.0*   50.0   0.00D 999.9  100000 
722930 93107  19890331    64.8 24    52.9 24  1016.3 24   998.8 24    6.9 24    2.0 24   11.1   19.0    80.1*   46.0   0.00D 999.9  000000 
722930 93107  19890401    63.5 24    49.5 24  1014.8 24   997.9 15    7.0 24    1.6 24    6.0   15.9    81.0    52.0   0.00D 999.9  000000 
722930 93107  19890402    61.1 24    51.7 24  1015.8 24   998.6 24    7.0 24    2.1 24    8.0  999.9    75.0    51.1   0.00D 999.9  000000 
722930 93107  19890403    61.5 24    53.0 24  1016.1 24   999.1 24    6.8 24    2.0 24    8.0  999.9    73.9    53.1   0.00D 999.9  100000 
722930 93107  19890404    70.9 24    51.6 24  1014.8 24   997.4 24    8.5 24    2.6 24   10.1   15.0    95.0*   55.0   0.00D 999.9  000000 
722930 93107  19890405    81.5 24    39.6 24  1016.0 24   998.8 24    7.0 24    3.0 24   10.1   18.1    97.0*   55.0   0.00D 999.9  000000 
722930 93107  19890406    82.5 24    35.8 24  1015.4 24   998.2 24    7.0 24    3.8 24   10.1  999.9   100.9*   63.0   0.00D 999.9  000000 
722930 93107  19890407    80.7 24    35.1 24  1014.6 24   997.6 24    9.7 24    2.4 24    7.0  999.9   102.0    66.0   0.00D 999.9  000000 
722930 93107  19890408    74.1 24    43.0 24  1011.8 24   994.4 24    8.0 24    2.1 24    6.0  999.9    98.1    57.0   0.00D 999.9  000000 
722930 93107  19890409    65.7 24    56.9 24  1011.3 24   993.8 24    5.6 24    1.4 24    4.1  999.9    89.1    59.0   0.00D 999.9  100000 
722930 93107  19890410    63.4 24    55.1 24  1013.2 24   996.0 24    7.0 24    1.7 24    8.0  999.9    73.0*   57.9*  0.00D 999.9  000000 
722930 93107  19890411    61.3 24    55.2 24  1012.1 24   994.9 24    5.7 24    1.4 24    4.1  999.9    73.0    59.0   0.00D 999.9  110000 
722930 93107  19890412    59.7 24    54.7 24  1011.5 24   994.3 24    6.6 24    1.8 24    8.0  999.9    64.0*   57.0   0.00D 999.9  110000 
722930 93107  19890413    60.8 24    53.5 24  1013.7 24   996.3 24    6.6 24    1.4 24    8.9   19.0    69.1*   57.0   0.00D 999.9  110000 
722930 93107  19890414    62.7 24    54.5 24  1016.3 24   998.8 24    6.3 24    3.0 24    8.0  999.9    71.1*   59.0   0.00D 999.9  110000 
722930 93107  19890415    62.3 24    55.3 24  1015.8 24   998.5 24    5.9 24    3.1 24    8.9  999.9    72.0    57.0   0.00D 999.9  100000 
722930 93107  19890416    61.8 24    54.4 24  1014.5 24   997.0 24    7.0 24    2.3 24   10.1   15.0    71.1*   57.9   0.00D 999.9  000000 
722930 93107  19890417    62.5 24    52.4 24  1016.0 24   998.7 24    7.6 24    2.7 24    7.0   15.9    71.1    57.9   0.00D 999.9  000000 
722930 93107  19890418    63.5 24    55.2 24  1016.1 24   998.8 24    6.7 24    2.9 24    6.0  999.9    71.1    54.0   0.00C 999.9  100000 
722930 93107  19890419    62.6 24    55.3 24  1014.5 24   997.2 24    5.8 24    1.6 24    6.0  999.9    72.0    57.0   0.00C 999.9  100000 
722930 93107  19890420    63.3 24    55.5 24  1013.4 24   996.1 24    4.3 24    2.0 24    7.0   20.0    77.0*   57.0   0.00C 999.9  100000 
722930 93107  19890421    62.6 24    55.3 24  1013.5 24   996.0 24    5.8 24    2.6 24    7.0   20.0    80.1    55.0   0.00D 999.9  100000 
722930 93107  19890422    62.0 24    51.7 24  1014.0 24   996.5 24    7.0 24    3.6 24   10.1   20.0    70.0    52.0*  0.00D 999.9  000000 
722930 93107  19890423    60.3 24    49.8 24  1014.2 24   996.6 24    7.0 24    3.4 24    8.9   15.9    71.1    52.0   0.00D 999.9  000000 
722930 93107  19890424    59.0 24    46.0 24  1014.3 24   996.9 24    7.0 24    5.9 24   10.1   20.0    71.1    51.1   0.00D 999.9  000000 
722930 93107  19890425    56.4 24    40.3 24  1016.2 24   999.0 24    7.3 24    3.1 24   12.0   20.0    66.9    46.9   0.00D 999.9  000000 
722930 93107  19890426    56.8 24    44.7 24  1017.9 24  1000.6 24    8.3 24    3.0 24   10.1   18.1    66.0    48.9   0.00D 999.9  010000 
722930 93107  19890427    57.4 24    46.3 24  1018.3 24  1001.1 24    7.3 24    4.4 24   12.0  999.9    68.0*   45.0   0.00D 999.9  000000 
722930 93107  19890428    58.9 24    48.8 24  1015.0 24   997.7 24    7.0 24    2.6 24    8.0  999.9    73.0*   46.0   0.00D 999.9  000000 
722930 93107  19890429    62.1 24    50.7 24  1014.4 24   997.1 24    6.2 24    2.0 24    8.0  999.9    73.9    52.0   0.00D 999.9  100000 
722930 93107  19890430    62.1 24    51.6 24  1016.2 24   999.0 24    6.3 24    2.8 24   11.1  999.9    75.9    53.1   0.00D 999.9  100000 
722930 93107  19890501    63.4 24    52.4 24  1017.4 24  1000.2 19   12.8 24    3.4 24   10.1  999.9    73.9    53.1   0.00D 999.9  100000 
722930 93107  19890502    63.0 24    53.5 24  1016.4 24   998.9 24    5.6 24    2.2 24    7.0  999.9    78.1*   53.1   0.00D 999.9  100000 
722930 93107  19890503    64.4 24    55.1 24  1015.3 24   997.9 24    5.2 24    1.8 24    7.0    9.9    79.0    53.1   0.00D 999.9  100000 
722930 93107  19890504    65.1 24    57.0 24  1012.9 24   995.4 24    5.3 24    1.4 24    6.0  999.9    78.1    55.9   0.00D 999.9  110000 
722930 93107  19890505    64.4 24    57.3 24  1012.8 24   995.4 22    5.2 24    1.1 24    5.1  999.9    78.1    57.0   0.00D 999.9  100000 
722930 93107  19890506    64.1 24    56.9 24  1014.9 24   997.5 24    5.5 24    1.7 24    7.0  999.9    77.0    53.1   0.00D 999.9  100000 
722930 93107  19890507    64.2 24    56.8 24  1016.8 24   999.4 24    5.6 24    2.4 24    7.0   20.0    77.0    57.9   0.00D 999.9  100000 
722930 93107  19890508    64.6 24    57.4 24  1014.4 24   996.9 24    5.7 24    2.9 24    7.0  999.9    78.1*   57.0   0.00D 999.9  100000 
722930 93107  19890509    63.7 24    55.9 24  1012.2 24   994.8 24    6.6 24    4.9 24   11.1   19.0    78.1    57.0   0.00D 999.9  110000 
722930 93107  19890510    62.2 24    52.2 24  1015.6 24   998.1 24    7.0 24    4.5 24   11.1   18.1    75.9    57.9   0.00D 999.9  010000 
722930 93107  19890511    57.9 24    46.5 24  1015.6 24   998.1 23    7.0 24    8.5 24   14.0   15.0    68.0    52.0   0.08G 999.9  010000 
722930 93107  19890512    59.5 24    47.8 24  1016.2 24   998.6 21    7.0 24    3.0 24   10.1  999.9    69.1*   52.0   0.00G 999.9  000000 
722930 93107  19890513    60.0 24    51.2 24  1014.1 24   996.7 24    7.0 24    3.5 24    7.0    9.9    69.1    57.9   0.00D 999.9  010000 
722930 93107  19890514    58.7 24    51.4 24  1013.0 24   995.6 24    7.0 24    2.1 24    6.0  999.9    64.9    57.0   0.00H 999.9  010000 
722930 93107  19890515    58.2 24    50.1 24  1011.8 24   994.3 23    7.3 24    1.8 23    5.1    9.9    64.9    55.0*  0.00D 999.9  010000 
722930 93107  19890516    61.9 24    51.3 24  1012.0 24   994.5 24    7.0 24    2.2 24    7.0  999.9    69.1*   55.9   0.00G 999.9  000000 
722930 93107  19890517    60.8 24    53.4 24  1015.2 24   997.7 24    7.0 24    1.8 24    4.1  999.9    70.0    55.9*  0.00D 999.9  010000 
722930 93107  19890518    63.2 24    53.9 24  1017.4 24  1000.0 24    7.0 24    2.5 24    8.9  999.9    75.0*   55.0   0.00D 999.9  000000 
722930 93107  19890519    64.9 24    54.2 24  1015.0 24   997.5 24    7.0 24    2.6 24    7.0  999.9    75.0*   59.0   0.00D 999.9  000000 
722930 93107  19890520    64.9 24    56.5 24  1015.0 24   997.6 24    5.6 24    3.0 24    7.0  999.9    75.9    55.0   0.00D 999.9  100000 
722930 93107  19890521    65.6 24    55.3 24  1014.4 24   997.0 24    6.6 24    2.9 24    8.9  999.9    80.1*   52.0   0.00D 999.9  100000 
722930 93107  19890522    64.1 24    54.7 24  1014.4 24   996.9 24    6.7 24    1.9 24    8.9   17.1    82.0    52.0   0.00C 999.9  100000 
722930 93107  19890523    64.5 24    53.9 24  1016.8 24   999.4 24    7.3 24    3.9 24   12.0   17.1    79.0    52.0   0.00D 999.9  000000 
722930 93107  19890524    64.0 24    51.7 24  1015.9 24   998.5 24    7.0 24    3.5 24   11.1  999.9    77.0    53.1   0.00D 999.9  000000 
722930 93107  19890525    62.2 24    50.9 24  1014.5 24   997.1 24    7.1 24    2.8 24   10.1  999.9    75.9    51.1   0.00D 999.9  000000 
722930 93107  19890526    62.7 24    52.4 24  1013.1 24   995.6 24    6.9 24    1.9 24    6.0  999.9    75.0    51.1   0.00D 999.9  100000 
722930 93107  19890527    63.8 24    54.4 24  1013.8 24   996.3 24    6.9 24    3.1 24    7.0   15.9    77.0    57.0   0.00D 999.9  100000 
722930 93107  19890528    62.0 24    52.4 24  1014.7 24   997.2 24    6.9 24    1.8 24    6.0  999.9    73.0    54.0*  0.00D 999.9  100000 
722930 93107  19890529    63.9 24    52.8 24  1015.2 24   997.7 24    7.0 24    2.3 24    8.9  999.9    73.0    60.1   0.00D 999.9  000000 
722930 93107  19890530    63.1 24    52.0 24  1015.4 24   997.9 24    7.0 24    2.6 24    7.0  999.9    72.0    55.9   0.00D 999.9  000000 
722930 93107  19890531    63.4 24    54.5 24  1014.3 24   996.9 24    7.0 24    2.4 24    6.0  999.9    73.0    53.1   0.00D 999.9  000000 
722930 93107  19890601    62.8 24    54.6 24  1015.6 24   998.9 15    6.0 24    1.3 24    6.0  999.9    73.9    55.9   0.00D 999.9  100000 
722930 93107  19890602    62.3 24    54.6 24  1017.3 24   999.8 24    6.5 24    2.1 24    7.0  999.9    71.1    59.0   0.00D 999.9  110000 
722930 93107  19890603    61.5 24    53.2 24  1014.8 24   997.5 22    7.0 24    2.3 24    8.0   15.0    69.1*   57.9   0.00D 999.9  000000 
722930 93107  19890604    62.0 24    53.0 24  1013.3 24   995.8 21    6.9 24    2.6 24    7.0  999.9    71.1*   57.0   0.00D 999.9  110000 
722930 93107  19890605    63.9 24    50.7 24  1015.5 24   998.1 24    7.0 24    2.2 24    7.0   15.0    73.0    59.0   0.00D 999.9  000000 
722930 93107  19890606    63.3 24    53.8 24  1016.4 24   998.9 24    7.0 24    3.5 24    8.9  999.9    72.0    57.0*  0.00D 999.9  000000 
722930 93107  19890607    62.5 24    56.0 24  1014.7 24   997.1 24    6.9 24    4.4 24   10.1  999.9    73.0    55.9   0.00D 999.9  110000 
722930 93107  19890608    60.6 24    56.7 24  1012.9 24   995.5 24    4.9 24    1.4 24    5.1  999.9    64.9    57.0   0.00C 999.9  110000 
